tDat	customerId	articleId	price	salesChannelId	txId
2018-09-20	0ddcd6055c5830c1fda493843d051edb04ce1bf888aa4becf5b839628396541d	653428002	0.1355762711864410	1	2445
2018-09-20	210f113fe87db5d6391e986dc06b8e4369e46284e3b98964bf41ced4199a551f	636587001	0.008457627118644	1	6182
2018-09-20	210f113fe87db5d6391e986dc06b8e4369e46284e3b98964bf41ced4199a551f	640462002	0.0321864406779661	1	6183
2018-09-20	211a2ef477fcfc8fc40a63ffa70bb41086dd06ca85d4af83875485dbdf3419e6	645422002	0.0143898305084745	2	6188
2018-09-20	211a2ef477fcfc8fc40a63ffa70bb41086dd06ca85d4af83875485dbdf3419e6	645422002	0.0143898305084745	2	6189
2018-09-20	211a2ef477fcfc8fc40a63ffa70bb41086dd06ca85d4af83875485dbdf3419e6	645424001	0.0508305084745762	2	6190
2018-09-20	211a2ef477fcfc8fc40a63ffa70bb41086dd06ca85d4af83875485dbdf3419e6	645424001	0.0508305084745762	2	6191
2018-09-20	211a2ef477fcfc8fc40a63ffa70bb41086dd06ca85d4af83875485dbdf3419e6	645423002	0.0143898305084745	2	6192
2018-09-20	2138ef1ba0c149f417b87e2d601fed40318797cb5cbb19a68dc8ba6430b15cc7	591548002	0.036	1	6213
2018-09-20	2624728277dde906b24e40808f4faa6619766c9b87a23287e980ff0bd2eed561	667491006	0.0254067796610169	2	7050
2018-09-20	2624728277dde906b24e40808f4faa6619766c9b87a23287e980ff0bd2eed561	554450006	0.020322033898305	2	7051
2018-09-20	2a55ebfc7d91dafb5d75d32d4027ee99005d2c98b40711e9f3ff4b9ca3a68d7a	615021023	0.0169322033898305	1	7734
2018-09-20	2a55ebfc7d91dafb5d75d32d4027ee99005d2c98b40711e9f3ff4b9ca3a68d7a	697489002	0.0135423728813559	1	7735
2018-09-20	2a55ebfc7d91dafb5d75d32d4027ee99005d2c98b40711e9f3ff4b9ca3a68d7a	661166005	0.0508305084745762	1	7736
2018-09-20	2b5f8785919140599f437edd43f6e3d25dfabe76e48a9095fbab07e31ef7cce9	673638002	0.0169322033898305	2	7920
2018-09-20	2b5f8785919140599f437edd43f6e3d25dfabe76e48a9095fbab07e31ef7cce9	532578017	0.0101525423728813	2	7921
2018-09-20	99e17922e68b9c627587e57e420c887243240cb9d61e2f871ad9fedcafe4fc0a	612891003	0.0287966101694915	2	29406
2018-09-20	99e17922e68b9c627587e57e420c887243240cb9d61e2f871ad9fedcafe4fc0a	504154015	0.0152372881355932	2	29407
2018-09-20	99e17922e68b9c627587e57e420c887243240cb9d61e2f871ad9fedcafe4fc0a	504154003	0.020322033898305	2	29408
2018-09-20	9c5fdd5e409ef229ff56c1120911796bcf87aafc877f52587f727a34a0d3ae67	582659001	0.0169322033898305	2	29971
2018-09-20	9c5fdd5e409ef229ff56c1120911796bcf87aafc877f52587f727a34a0d3ae67	605966002	0.022864406779661	2	29972
2018-09-20	9c5fdd5e409ef229ff56c1120911796bcf87aafc877f52587f727a34a0d3ae67	606107001	0.0169322033898305	2	29973
2018-09-20	9c5fdd5e409ef229ff56c1120911796bcf87aafc877f52587f727a34a0d3ae67	606107001	0.0169322033898305	2	29974
2018-09-20	b53e235bef6bae6f67b8ec358c0551dd26c5d2de4f98305df617e72e93797762	651724002	0.0338813559322033	2	34317
2018-09-20	b53e235bef6bae6f67b8ec358c0551dd26c5d2de4f98305df617e72e93797762	651724002	0.0338813559322033	2	34318
2018-09-20	b53e235bef6bae6f67b8ec358c0551dd26c5d2de4f98305df617e72e93797762	524825006	0.0237118644067796	2	34319
2018-09-20	b53e235bef6bae6f67b8ec358c0551dd26c5d2de4f98305df617e72e93797762	662857002	0.0423559322033898	2	34320
2018-09-20	b53e235bef6bae6f67b8ec358c0551dd26c5d2de4f98305df617e72e93797762	572127015	0.0186271186440677	2	34321
2018-09-20	b53e235bef6bae6f67b8ec358c0551dd26c5d2de4f98305df617e72e93797762	572127015	0.0186271186440677	2	34322
2018-09-20	b6c36415205d0a2ad1e9943fe4707737b5d3e8b833ad5daf5d41988147892fb1	372860041	0.0067627118644067	2	34575
2018-09-20	b6c36415205d0a2ad1e9943fe4707737b5d3e8b833ad5daf5d41988147892fb1	448509009	0.020322033898305	2	34576
2018-09-20	b6c36415205d0a2ad1e9943fe4707737b5d3e8b833ad5daf5d41988147892fb1	549914002	0.0118474576271186	2	34577
2018-09-20	b6c36415205d0a2ad1e9943fe4707737b5d3e8b833ad5daf5d41988147892fb1	657476005	0.0169322033898305	2	34578
2018-09-20	b6c36415205d0a2ad1e9943fe4707737b5d3e8b833ad5daf5d41988147892fb1	519583008	0.0338813559322033	2	34579
2018-09-20	b6c36415205d0a2ad1e9943fe4707737b5d3e8b833ad5daf5d41988147892fb1	519583008	0.0338813559322033	2	34580
2018-09-20	b6c36415205d0a2ad1e9943fe4707737b5d3e8b833ad5daf5d41988147892fb1	657476001	0.0169322033898305	2	34581
2018-09-20	b6c36415205d0a2ad1e9943fe4707737b5d3e8b833ad5daf5d41988147892fb1	679494004	0.0169322033898305	2	34582
2018-09-20	b6c36415205d0a2ad1e9943fe4707737b5d3e8b833ad5daf5d41988147892fb1	679494004	0.0169322033898305	2	34583
2018-09-20	b6c36415205d0a2ad1e9943fe4707737b5d3e8b833ad5daf5d41988147892fb1	683662008	0.0135423728813559	2	34584
2018-09-20	b6c36415205d0a2ad1e9943fe4707737b5d3e8b833ad5daf5d41988147892fb1	683662008	0.0135423728813559	2	34585
2018-09-20	dd4d3f2cb3a1485bcb6ed46d8d040641baef34650067179a7a79014f0ff79a8f	632516002	0.0677796610169491	2	41831
2018-09-20	dd4d3f2cb3a1485bcb6ed46d8d040641baef34650067179a7a79014f0ff79a8f	533230002	0.0304915254237288	2	41832
2018-09-20	dd4d3f2cb3a1485bcb6ed46d8d040641baef34650067179a7a79014f0ff79a8f	436083001	0.0254067796610169	2	41833
2018-09-20	dd4d3f2cb3a1485bcb6ed46d8d040641baef34650067179a7a79014f0ff79a8f	522725014	0.0220169491525423	2	41834
2018-09-20	dd4d3f2cb3a1485bcb6ed46d8d040641baef34650067179a7a79014f0ff79a8f	484398005	0.0237118644067796	2	41835
2018-09-20	dd4d3f2cb3a1485bcb6ed46d8d040641baef34650067179a7a79014f0ff79a8f	678086001	0.0254067796610169	2	41836
2018-09-20	dd4d3f2cb3a1485bcb6ed46d8d040641baef34650067179a7a79014f0ff79a8f	572399005	0.0169322033898305	2	41837
2018-09-20	dd4d3f2cb3a1485bcb6ed46d8d040641baef34650067179a7a79014f0ff79a8f	622238018	0.0254067796610169	2	41838
2018-09-20	e1a8a2c7d0d4c9a06fa9feabf4b74e710ccf5384b9739b0f7ec50a131be07421	234421001	0.0169322033898305	1	42660
2018-09-20	e1a8a2c7d0d4c9a06fa9feabf4b74e710ccf5384b9739b0f7ec50a131be07421	534164001	0.0338813559322033	1	42661
2018-09-20	e1a8a2c7d0d4c9a06fa9feabf4b74e710ccf5384b9739b0f7ec50a131be07421	654266005	0.0220169491525423	1	42662
2018-09-20	e1a8a2c7d0d4c9a06fa9feabf4b74e710ccf5384b9739b0f7ec50a131be07421	469562013	0.0677796610169491	1	42663
2018-09-20	e1a8a2c7d0d4c9a06fa9feabf4b74e710ccf5384b9739b0f7ec50a131be07421	536139010	0.0067627118644067	1	42664
2018-09-21	11b204baf57be16d04d5dc65c4ebe1031d711051407571895b00bddbd659d8c1	554598009	0.0169322033898305	1	51840
2018-09-21	11b204baf57be16d04d5dc65c4ebe1031d711051407571895b00bddbd659d8c1	554598028	0.0169322033898305	1	51841
2018-09-21	11b204baf57be16d04d5dc65c4ebe1031d711051407571895b00bddbd659d8c1	554598012	0.0169322033898305	1	51842
2018-09-21	11b204baf57be16d04d5dc65c4ebe1031d711051407571895b00bddbd659d8c1	554598001	0.0169322033898305	1	51843
2018-09-21	11b204baf57be16d04d5dc65c4ebe1031d711051407571895b00bddbd659d8c1	610776010	0.008457627118644	1	51844
2018-09-21	48d301b027499b722cd402badd833c27fc4017fdbb7f4baaf327b492a058d523	516000024	0.0067627118644067	2	62228
2018-09-21	48d301b027499b722cd402badd833c27fc4017fdbb7f4baaf327b492a058d523	516000017	0.0169322033898305	2	62229
2018-09-21	48d301b027499b722cd402badd833c27fc4017fdbb7f4baaf327b492a058d523	516712001	0.0220169491525423	2	62230
2018-09-21	48d301b027499b722cd402badd833c27fc4017fdbb7f4baaf327b492a058d523	516000034	0.0169322033898305	2	62231
2018-09-21	48d301b027499b722cd402badd833c27fc4017fdbb7f4baaf327b492a058d523	516000034	0.0169322033898305	2	62232
2018-09-21	48d301b027499b722cd402badd833c27fc4017fdbb7f4baaf327b492a058d523	516000019	0.0101525423728813	2	62233
2018-09-21	55566055d4b957363341a005081865195b87d1a97535b8a41def0d214cf5fca9	645638003	0.0338813559322033	1	64625
2018-09-21	55566055d4b957363341a005081865195b87d1a97535b8a41def0d214cf5fca9	663515004	0.0254067796610169	1	64626
2018-09-21	55566055d4b957363341a005081865195b87d1a97535b8a41def0d214cf5fca9	627379002	0.0482881355932203	1	64627
2018-09-21	883f1803fe81c43be1640cf6c351f285cd533eec2c33c46b81d0e53f070a9b59	539723003	0.0304915254237288	1	73777
2018-09-21	883f1803fe81c43be1640cf6c351f285cd533eec2c33c46b81d0e53f070a9b59	607833003	0.0508305084745762	1	73778
2018-09-21	883f1803fe81c43be1640cf6c351f285cd533eec2c33c46b81d0e53f070a9b59	672890003	0.0254067796610169	1	73779
2018-09-21	89a9c7a306ec2a94b8ba10f7bfb43d14e10aa2fab03551e1183f622cf3fb3474	399223001	0.0304915254237288	1	74042
2018-09-21	911380292cd8578b9761bc8571bd557e8e7ed5266a33bdbf5574bc66428e466b	690279001	0.1016779661016950	2	75421
2018-09-21	b394aafea75c5b47f55d02fd52711b6b58df9a93e8c9e508cb00a89530bad499	577992006	0.0220169491525423	2	81844
2018-09-21	d3f3b85bb7258e905959748b788b70d888dd5390bd9dc6e1d0424f056c806b66	344956009	0.0050677966101694	1	88090
2018-09-21	e9e01fc0615c2ace3233783f4860016b0e27a6edadf5f6ce934286c43564fa35	554541005	0.0423559322033898	2	91805
2018-09-21	e9e01fc0615c2ace3233783f4860016b0e27a6edadf5f6ce934286c43564fa35	546565004	0.0338813559322033	2	91806
2018-09-21	e9e01fc0615c2ace3233783f4860016b0e27a6edadf5f6ce934286c43564fa35	554546030	0.0338813559322033	2	91807
2018-09-21	e9e01fc0615c2ace3233783f4860016b0e27a6edadf5f6ce934286c43564fa35	546565003	0.0338813559322033	2	91808
2018-09-21	e9e01fc0615c2ace3233783f4860016b0e27a6edadf5f6ce934286c43564fa35	554546016	0.0338813559322033	2	91809
2018-09-21	e9e01fc0615c2ace3233783f4860016b0e27a6edadf5f6ce934286c43564fa35	554541034	0.0423559322033898	2	91810
2018-09-21	fb9310441b653525f1adad3fbe7ece522ba50e752cca62b85779f752b72dade5	464908002	0.0169322033898305	1	95085
2018-09-21	fb9310441b653525f1adad3fbe7ece522ba50e752cca62b85779f752b72dade5	495573004	0.0254067796610169	1	95086
2018-09-22	96da08ee420f92fe863c1d878e1e8652ded756b0c3ace508828ad52494fee2ca	629604002	0.0135423728813559	2	106477
2018-09-22	96da08ee420f92fe863c1d878e1e8652ded756b0c3ace508828ad52494fee2ca	327821034	0.0220169491525423	2	106478
